iteration,trn loss,tst loss,min mag policy param,max mag policy param
0,23.600811004638672,2.8202834129333496,0.0,-1.1951234340667725
1,23.436246871948242,2.7953600883483887,0.0,-1.1931238174438477
2,23.27251625061035,2.770460844039917,0.0,-1.1911249160766602
3,23.109718322753906,2.745527982711792,0.0,-1.189126968383789
4,22.947898864746094,2.720576047897339,0.0,-1.1871302127838135
5,22.78717613220215,2.6955864429473877,0.0,-1.185135006904602
6,22.627683639526367,2.670504570007324,0.0,-1.1831415891647339
7,22.469507217407227,2.6452488899230957,0.0,-1.1811503171920776
8,22.312721252441406,2.6197409629821777,0.0,-1.1791613101959229
9,22.157379150390625,2.5939419269561768,0.0,-1.1771749258041382
10,22.003524780273438,2.567843437194824,0.0,-1.1751914024353027
11,21.85117530822754,2.5414412021636963,0.0,-1.1732109785079956
12,21.700336456298828,2.51472806930542,0.0,-1.171233892440796
13,21.55099868774414,2.48769211769104,0.0,-1.1692602634429932
14,21.403127670288086,2.460317850112915,0.0,-1.1672903299331665
15,21.256677627563477,2.432586669921875,0.0,-1.165324330329895
16,21.111587524414062,2.4044806957244873,0.0,-1.1633623838424683
17,20.967792510986328,2.3759827613830566,0.0,-1.1614044904708862
18,20.82521629333496,2.3470776081085205,0.0,-1.159450888633728
19,20.683805465698242,2.317751407623291,0.0,-1.1575015783309937
20,20.543493270874023,2.287991762161255,0.0,-1.1555566787719727
21,20.404226303100586,2.2577877044677734,0.0,-1.153616189956665
22,20.26593017578125,2.227128267288208,0.0,-1.1516802310943604
23,20.128538131713867,2.19600510597229,0.0,-1.1497488021850586
24,19.991954803466797,2.1644110679626465,0.0,-1.1478219032287598
25,19.856088638305664,2.132340431213379,0.0,-1.1458995342254639
26,19.72083282470703,2.0997889041900635,0.0,-1.143981695175171
27,19.586091995239258,2.0667548179626465,0.0,-1.1420683860778809
28,19.45177459716797,2.033236503601074,0.0,-1.1401594877243042
29,19.317813873291016,1.999232530593872,0.0,-1.1382551193237305
30,19.18415069580078,1.964744210243225,0.0,-1.1363550424575806
31,19.050758361816406,1.9297703504562378,0.0,-1.134459376335144
32,18.9176082611084,1.8943121433258057,0.0,-1.1325678825378418
33,18.784687042236328,1.858370065689087,0.0,-1.1306805610656738
34,18.6519832611084,1.8219462633132935,0.0,-1.1287974119186401
35,18.51948356628418,1.785042405128479,0.0,-1.1269181966781616
36,18.38717269897461,1.7476646900177002,0.0,-1.1250429153442383
37,18.255029678344727,1.7098232507705688,0.0,-1.1231714487075806
38,18.123050689697266,1.6715339422225952,0.0,-1.121303677558899
39,17.991233825683594,1.6328195333480835,0.0,-1.1194396018981934
40,17.85958480834961,1.59370756149292,0.0,-1.1175791025161743
41,17.72812271118164,1.5542300939559937,0.0,-1.1157220602035522
42,17.596874237060547,1.5144219398498535,0.0,-1.1138683557510376
43,17.465877532958984,1.4743210077285767,0.0,-1.11201810836792
44,17.335180282592773,1.433965802192688,0.0,-1.1101711988449097
45,17.204833984375,1.3933974504470825,0.0,-1.1083275079727173
46,17.07489585876465,1.3526592254638672,0.0,-1.1064871549606323
47,16.94542694091797,1.3117954730987549,0.0,-1.1046500205993652
48,16.816490173339844,1.2708534002304077,0.0,-1.1028162240982056
49,16.68814468383789,1.2298816442489624,0.0,-1.1009857654571533
50,16.560447692871094,1.1889314651489258,0.0,-1.0991586446762085
51,16.433452606201172,1.1480556726455688,0.0,-1.0973349809646606
52,16.307212829589844,1.1073088645935059,0.0,-1.0955148935317993
53,16.18177604675293,1.0667468309402466,0.0,-1.093698501586914
54,16.05718994140625,1.0264264345169067,0.0,-1.0918859243392944
55,15.933496475219727,0.9864048957824707,0.0,-1.09007728099823
56,15.810729026794434,0.9467399716377258,0.0,-1.0882728099822998
57,15.688921928405762,0.9074886441230774,0.0,-1.0864726305007935
58,15.568094253540039,0.8687070608139038,0.0,-1.08467698097229
59,15.448267936706543,0.830450713634491,0.0,-1.0828860998153687
60,15.32944393157959,0.7927733063697815,0.0,-1.081100344657898
61,15.211629867553711,0.7557263970375061,0.0,-1.079319953918457
62,15.094817161560059,0.7193596959114075,0.0,-1.077545166015625
63,14.97900390625,0.6837202310562134,0.0,-1.0757763385772705
64,14.864180564880371,0.6488524079322815,0.0,-1.0740139484405518
65,14.75034236907959,0.6147971749305725,0.0,-1.0722582340240479
66,14.637486457824707,0.581592857837677,0.0,-1.070509672164917
67,14.52560806274414,0.549274206161499,0.0,-1.0687687397003174
68,14.414706230163574,0.5178725719451904,0.0,-1.0670357942581177
69,14.304780960083008,0.4874156415462494,0.0,-1.065311312675476
70,14.195823669433594,0.4579276740550995,0.0,-1.0635958909988403
71,14.087836265563965,0.42942968010902405,0.0,-1.061889886856079
72,13.980805397033691,0.4019392132759094,0.0,-1.0601938962936401
73,13.874723434448242,0.37547066807746887,0.0,-1.0585083961486816
74,13.769583702087402,0.3500356078147888,0.0,-1.0568339824676514
75,13.665366172790527,0.3256426751613617,0.0,-1.0551711320877075
76,13.562064170837402,0.30229777097702026,0.0,-1.0535204410552979
77,13.459664344787598,0.28000423312187195,0.0,-1.0518825054168701
78,13.358150482177734,0.2587624192237854,0.0,-1.050257921218872
79,13.257515907287598,0.2385701835155487,0.0,-1.0486472845077515
80,13.157744407653809,0.21942241489887238,0.0,-1.0470510721206665
81,13.058830261230469,0.201310932636261,0.0,-1.0454699993133545
82,12.960770606994629,0.18422475457191467,0.0,-1.0439045429229736
83,12.863556861877441,0.16814962029457092,0.0,-1.0423554182052612
84,12.767191886901855,0.1530681997537613,0.0,-1.0408231019973755
85,12.671671867370605,0.13896049559116364,0.0,-1.0393080711364746
86,12.576998710632324,0.125803604722023,0.0,-1.037811040878296
87,12.483171463012695,0.11357218772172928,0.0,-1.036332368850708
88,12.390196800231934,0.1022387370467186,0.0,-1.0348726511001587
89,12.298064231872559,0.09177376329898834,0.0,-1.0334323644638062
90,12.20678424835205,0.0821460634469986,0.0,-1.0320119857788086
91,12.116345405578613,0.0733233168721199,0.0,-1.0306118726730347
92,12.026747703552246,0.06527187675237656,0.0,-1.029232382774353
93,11.93798828125,0.05795734003186226,0.0,-1.0278739929199219
94,11.850064277648926,0.0513446182012558,0.0,-1.0265369415283203
95,11.762970924377441,0.04539822041988373,0.0,-1.025221586227417
96,11.676698684692383,0.04008220136165619,0.0,-1.023928165435791
97,11.591245651245117,0.03536050021648407,0.0,-1.0226569175720215
98,11.50660514831543,0.031196920201182365,0.0,-1.0214080810546875
99,11.422765731811523,0.027555329725146294,0.0,-1.0201817750930786
100,11.33972454071045,0.024399669840931892,0.0,-1.018978238105774
101,11.257472038269043,0.021694129332900047,0.0,-1.0177974700927734
102,11.175997734069824,0.019403250887989998,0.0,-1.0166395902633667
103,11.095291137695312,0.017492100596427917,0.0,-1.0155047178268433
104,11.015339851379395,0.015926430001854897,0.0,-1.0143928527832031
105,10.936126708984375,0.014672810211777687,0.0,-1.0133039951324463
106,10.857641220092773,0.013698910363018513,0.0,-1.0122382640838623
107,10.779863357543945,0.012973659671843052,0.0,-1.0111955404281616
108,10.702777862548828,0.012467370368540287,0.0,-1.0101759433746338
109,10.626370429992676,0.012152000330388546,0.0,-1.0091793537139893
110,10.550626754760742,0.012001159600913525,0.0,-1.0082056522369385
111,10.47553539276123,0.011990279890596867,0.0,-1.0072548389434814
112,10.401084899902344,0.012096639722585678,0.0,-1.0063269138336182
113,10.327266693115234,0.012299389578402042,0.0,-1.005421757698059
114,10.254077911376953,0.012579520232975483,0.0,-1.004539132118225
115,10.181513786315918,0.01291987020522356,0.0,-1.0036790370941162
116,10.109576225280762,0.013305059634149075,0.0,-1.0028413534164429
117,10.0382661819458,0.013721439987421036,0.0,-1.002025842666626
118,9.96759033203125,0.014157019555568695,0.0,-1.001232385635376
119,9.897549629211426,0.014601429924368858,0.0,-1.0004607439041138
120,9.828155517578125,0.015045770443975925,0.0,-0.9997107982635498
121,9.75940990447998,0.015482599847018719,0.0,-0.998982310295105
122,9.691320419311523,0.015905799344182014,0.0,-0.998275101184845
123,9.623887062072754,0.016310470178723335,0.0,-0.9975888729095459
124,9.557113647460938,0.016692830249667168,0.0,-0.9969233870506287
125,9.49100112915039,0.017050059512257576,0.0,-0.9962784051895142
126,9.42554759979248,0.01738026924431324,0.0,-0.9956536293029785
127,9.360750198364258,0.017682310193777084,0.0,-0.9950488209724426
128,9.296602249145508,0.017955690622329712,0.0,-0.9944636821746826
129,9.233102798461914,0.018200460821390152,0.0,-0.9938979148864746
130,9.170246124267578,0.0184171199798584,0.0,-0.9933512806892395
131,9.108023643493652,0.018606560304760933,0.0,-0.9928234219551086
132,9.046429634094238,0.018769940361380577,0.0,-0.9923141002655029
133,8.985458374023438,0.018908590078353882,0.0,-0.9918230175971985
134,8.925102233886719,0.019024070352315903,0.0,-0.9913498759269714
135,8.86535358428955,0.019117970019578934,0.0,-0.9908944368362427
136,8.806205749511719,0.01919195055961609,0.0,-0.9904564023017883
137,8.747652053833008,0.01924768090248108,0.0,-0.9900354743003845
138,8.689682006835938,0.019286809489130974,0.0,-0.9896313548088074
139,8.63228702545166,0.019310930743813515,0.0,-0.9892438054084778
140,8.575457572937012,0.019321579486131668,0.0,-0.9888725280761719
141,8.519185066223145,0.019320210441946983,0.0,-0.9885172843933105
142,8.463459014892578,0.019308170303702354,0.0,-0.9881777763366699
143,8.408270835876465,0.019286710768938065,0.0,-0.9878537654876709
144,8.353612899780273,0.019256990402936935,0.0,-0.9875449538230896
145,8.29947280883789,0.019220050424337387,0.0,-0.9872511029243469
146,8.245843887329102,0.019176840782165527,0.0,-0.986971914768219
147,8.192717552185059,0.01912817917764187,0.0,-0.9867070913314819
148,8.140088081359863,0.019074829295277596,0.0,-0.9864563941955566
149,8.087944984436035,0.01901743933558464,0.0,-0.9862195253372192
150,8.03628158569336,0.018956579267978668,0.0,-0.9859961867332458
151,7.985093593597412,0.018892750144004822,0.0,-0.9857860803604126
152,7.934370040893555,0.018826359882950783,0.0,-0.9855889678001404
153,7.88410758972168,0.01875779964029789,0.0,-0.9854044914245605
154,7.834295749664307,0.018687359988689423,0.0,-0.985232412815094
155,7.784932613372803,0.01861529052257538,0.0,-0.9850724339485168
156,7.73600959777832,0.018541840836405754,0.0,-0.9849242568016052
157,7.687521457672119,0.01846718043088913,0.0,-0.98478764295578
158,7.639463901519775,0.018391450867056847,0.0,-0.9846622347831726
159,7.591827392578125,0.018314840272068977,0.0,-0.9845477938652039
160,7.544609069824219,0.018237430602312088,0.0,-0.9844440221786499
161,7.497800827026367,0.018159350380301476,0.0,-0.9843506813049316
162,7.451397895812988,0.018080709502100945,0.0,-0.9842674732208252
163,7.405394077301025,0.01800161972641945,0.0,-0.9841941595077515
164,7.359780311584473,0.017922209575772285,0.0,-0.9841305017471313
165,7.314553737640381,0.017842579632997513,0.0,-0.984076201915741
166,7.2697062492370605,0.017762890085577965,0.0,-0.984031081199646
167,7.225232124328613,0.017683260142803192,0.0,-0.9839949011802673
168,7.181124687194824,0.01760387048125267,0.0,-0.9839673638343811
169,7.137379169464111,0.017524899914860725,0.0,-0.983948290348053
170,7.093988418579102,0.017446529120206833,0.0,-0.9839375019073486
171,7.050947666168213,0.017368949949741364,0.0,-0.9839347004890442
172,7.008250713348389,0.01729240082204342,0.0,-0.9839397072792053
173,6.9658942222595215,0.017217090353369713,0.0,-0.9839522838592529
174,6.92387056350708,0.017143230885267258,0.0,-0.9839721918106079
175,6.882175922393799,0.0170710701495409,0.0,-0.9839992523193359
176,6.840803623199463,0.017000829800963402,0.0,-0.9840331673622131
177,6.799750328063965,0.016932740807533264,0.0,-0.9840737581253052
178,6.75900936126709,0.016867000609636307,0.0,-0.984120786190033
179,6.718574523925781,0.016803830862045288,0.0,-0.9841740131378174
180,6.678441047668457,0.016743389889597893,0.0,-0.9842331409454346
181,6.6386003494262695,0.01668586954474449,0.0,-0.9842979311943054
182,6.599048137664795,0.01663140021264553,0.0,-0.9843681454658508
183,6.559776782989502,0.01658013090491295,0.0,-0.9844434857368469
184,6.520776748657227,0.016532139852643013,0.0,-0.9845236539840698
185,6.48204231262207,0.01648752950131893,0.0,-0.9846084117889404
186,6.4435648918151855,0.016446340829133987,0.0,-0.9846974015235901
187,6.405337810516357,0.0164086502045393,0.0,-0.9847902655601501
188,6.3673505783081055,0.016374459490180016,0.0,-0.9848867654800415
189,6.329596996307373,0.016343779861927032,0.0,-0.9849864840507507
190,6.292068004608154,0.016316600143909454,0.0,-0.985089123249054
191,6.254757881164551,0.016292879357933998,0.0,-0.9851943254470825
192,6.217660903930664,0.016272559762001038,0.0,-0.9853017330169678
193,6.180771827697754,0.016255589202046394,0.0,-0.9854109287261963
194,6.144089698791504,0.01624183915555477,0.0,-0.9855216145515442
195,6.107614517211914,0.016231190413236618,0.0,-0.985633373260498
196,6.071351051330566,0.01622346043586731,0.0,-0.9857458472251892
197,6.035306930541992,0.016218479722738266,0.0,-0.985858678817749
198,5.999495506286621,0.016215959563851357,0.0,-0.9859715700149536
199,5.963932037353516,0.01621565967798233,0.0,-0.9860841035842896
200,5.928633689880371,0.016217229887843132,0.0,-0.9861960411071777
201,5.893622875213623,0.016220299527049065,0.0,-0.9863071441650391
202,5.858920097351074,0.01622447930276394,0.0,-0.9864171743392944
203,5.824539661407471,0.01622934080660343,0.0,-0.9865258932113647
204,5.790493011474609,0.016234399750828743,0.0,-0.9866332411766052
205,5.756783485412598,0.01623919978737831,0.0,-0.9867390990257263
206,5.7234086990356445,0.016243280842900276,0.0,-0.986843466758728
207,5.69035530090332,0.01624619960784912,0.0,-0.9869464039802551
208,5.657607078552246,0.016247520223259926,0.0,-0.9870480298995972
209,5.625142574310303,0.016246819868683815,0.0,-0.9871485233306885
210,5.592936992645264,0.016243809834122658,0.0,-0.9872480630874634
211,5.560969829559326,0.016238169744610786,0.0,-0.987346887588501
212,5.529219627380371,0.01622965931892395,0.0,-0.9874453544616699
